cust_id,state,area_code,phone_number,intl_plan,voice_mail_plan
755,OR, 415, 401-8377, no, no
756,WY, 415, 331-3202, no, no
757,UT, 415, 358-5953, no, no
758,LA, 510, 380-7624, no, yes
759,NV, 415, 416-5261, no, yes
760,NC, 510, 417-5067, no, no
761,NC, 408, 345-6515, no, no
762,WY, 415, 406-1349, yes, no
763,TN, 415, 360-9038, no, yes
764,FL, 415, 348-3444, no, yes
765,CA, 415, 370-2892, no, no
766,PA, 415, 383-4061, yes, no
767,WV, 415, 391-7937, no, yes
768,NJ, 415, 389-4083, no, no
769,MT, 415, 410-9633, no, no
770,MN, 415, 418-9502, no, no
771,WI, 415, 339-6637, yes, yes
772,ID, 510, 356-3403, no, no
773,MA, 408, 371-9457, yes, no
774,OR, 415, 391-8087, no, no
775,MT, 510, 392-6420, no, no
776,AL, 415, 399-4094, no, yes
777,ND, 510, 378-4013, yes, yes
778,LA, 415, 386-6306, no, yes
779,ND, 408, 359-3618, yes, no
780,MS, 510, 340-8875, yes, no
781,WV, 415, 330-2693, yes, no
782,WI, 510, 403-7627, no, yes
783,KS, 408, 342-3678, yes, no
784,MO, 415, 344-9943, no, yes
785,PA, 415, 390-5686, no, no
786,SD, 408, 358-5826, no, no
787,NJ, 408, 393-7826, no, no
788,AL, 415, 335-9786, no, no
789,ME, 510, 368-9860, no, no
790,AZ, 415, 416-9522, yes, yes
791,VT, 415, 416-7307, no, no
792,NV, 510, 397-6789, yes, yes
793,WI, 408, 335-9501, no, no
794,HI, 408, 388-1250, no, no
795,DE, 415, 386-1374, no, no
796,AZ, 415, 346-8112, no, yes
797,VA, 408, 364-9040, yes, no
798,GA, 415, 366-3944, no, yes
799,AZ, 415, 331-9861, no, yes
800,MN, 415, 330-2881, no, yes
801,ME, 510, 402-9558, no, no
802,FL, 510, 341-3180, no, no
803,WA, 408, 371-8598, no, no
804,MT, 415, 398-8385, no, no
805,AL, 408, 333-4154, no, no
806,WV, 408, 330-3589, no, no
807,GA, 415, 417-1477, no, yes
808,OH, 510, 327-5525, yes, yes
809,DE, 510, 363-8244, no, yes
810,NE, 510, 419-9104, no, no
811,FL, 510, 363-1560, no, no
812,AK, 510, 341-4075, no, no
813,WI, 510, 366-9074, no, no
814,WA, 510, 367-1424, no, yes
815,KY, 415, 341-1191, no, no
816,OH, 510, 342-9480, no, no
817,UT, 510, 355-9360, no, no
818,NM, 408, 343-1538, no, no
819,MN, 415, 335-2331, no, no
820,WV, 510, 335-7257, no, yes
821,MN, 415, 332-2137, no, no
822,AL, 415, 352-2998, no, no
823,PA, 510, 346-6941, no, yes
824,DE, 510, 400-2203, no, no
825,MO, 415, 421-2955, no, no
826,IL, 510, 331-6629, yes, no
827,FL, 415, 343-6314, no, no
828,HI, 415, 414-6638, no, no
829,ME, 510, 350-5883, no, no
830,CO, 408, 409-4447, yes, no
831,NH, 415, 376-4856, no, no
832,SC, 408, 335-1874, no, no
833,IN, 510, 397-6255, no, no
834,FL, 415, 381-5047, no, no
835,GA, 510, 403-6850, no, no
836,IL, 415, 375-3658, no, yes
837,NC, 510, 341-2603, yes, yes
838,VT, 510, 342-5062, no, yes
839,DC, 415, 354-1558, no, yes
840,VT, 408, 351-9537, no, no
841,NV, 415, 401-1252, no, no
842,OR, 415, 366-9538, yes, no
843,AL, 408, 364-7622, no, no
844,ND, 408, 393-9918, no, yes
845,FL, 415, 376-4484, no, yes
846,NE, 415, 410-6791, no, no
847,ND, 415, 343-2392, no, yes
848,ME, 408, 408-4323, no, no
849,IL, 415, 395-1718, no, no
850,WA, 408, 354-9492, no, no
851,MA, 408, 367-8168, yes, no
852,KS, 510, 340-3500, no, no
853,RI, 415, 369-4962, no, no
854,MO, 415, 334-8967, no, yes
855,IA, 510, 402-2377, no, no
856,WY, 408, 366-3917, no, no
857,NV, 415, 333-3531, no, no
858,WI, 415, 333-8954, no, yes
859,AL, 408, 374-9203, no, no
860,HI, 415, 334-3289, no, no
861,MO, 415, 353-7822, no, no
862,CA, 510, 350-1422, no, yes
863,MO, 408, 385-8406, no, no
864,CT, 510, 380-7277, no, no
865,MD, 415, 352-1798, no, no
866,OH, 415, 385-7922, no, yes
867,NV, 510, 353-7730, no, no
868,MD, 408, 337-7163, no, no
869,NE, 510, 348-5567, yes, no
870,OH, 408, 420-9575, no, no
871,MA, 510, 366-3358, no, no
872,OK, 510, 359-9972, no, yes
873,MA, 408, 387-3332, no, no
874,WA, 415, 354-6960, no, no
875,HI, 415, 405-3335, no, yes
876,CO, 415, 379-4257, no, no
877,FL, 415, 355-4992, yes, no
878,WI, 415, 383-6373, no, no
879,ID, 510, 382-7993, no, yes
880,WY, 408, 422-5865, no, no
881,GA, 510, 410-9961, no, no
882,FL, 415, 343-9946, no, no
883,WY, 408, 357-7060, no, no
884,DE, 415, 355-9541, no, no
885,ME, 408, 378-4145, no, yes
886,DC, 510, 386-2317, no, yes
887,IA, 408, 335-8146, no, no
888,CO, 415, 377-2235, no, no
889,MN, 415, 386-9141, no, no
890,VT, 415, 416-5623, no, no
891,AZ, 510, 327-3053, no, no
892,LA, 415, 395-6195, no, yes
893,MO, 415, 397-8772, yes, no
894,ME, 510, 346-7656, no, no
895,MD, 415, 343-2350, no, no
896,VT, 415, 372-4722, no, no
897,DC, 408, 399-8615, no, yes
898,WY, 415, 379-8248, no, no
899,VA, 415, 414-6219, no, yes
900,VA, 510, 387-1343, yes, yes
901,CT, 510, 370-5527, no, no
902,HI, 510, 393-8736, no, no
903,WI, 415, 402-7626, no, no
904,MD, 415, 370-2688, no, no
905,WV, 415, 418-9036, no, no
906,VT, 408, 417-2035, no, no
907,UT, 415, 355-3602, no, yes
908,CO, 408, 393-4027, no, no
909,NC, 415, 418-5141, no, yes
910,NJ, 415, 406-1247, no, yes
911,AR, 415, 402-3892, no, no
912,IA, 510, 332-2965, no, no
913,GA, 408, 377-1218, no, yes
914,MO, 510, 355-2464, no, no
915,MO, 408, 404-4611, no, no
916,WY, 415, 373-2339, no, no
917,HI, 415, 410-3503, no, no
918,PA, 408, 410-4739, no, no
919,TX, 415, 365-3562, no, no
920,VA, 510, 387-7641, no, no
921,RI, 415, 385-9744, no, no
922,WI, 415, 398-5006, no, no
923,MS, 415, 408-3977, no, no
924,KY, 408, 334-2729, no, no
925,NC, 415, 334-7685, no, no
926,NV, 415, 350-9228, no, no
927,UT, 415, 407-5774, no, yes
928,ME, 510, 413-4039, no, yes
929,HI, 415, 343-2077, no, no
930,OH, 415, 336-5661, no, no
931,WV, 510, 355-4143, no, no
932,OK, 415, 366-5918, no, no
933,KY, 510, 368-7555, yes, no
934,AL, 408, 408-2119, no, no
935,MD, 408, 329-2789, no, no
936,NE, 510, 334-1508, no, yes
937,DC, 415, 337-1506, no, no
938,TX, 415, 396-8400, no, no
939,OH, 408, 349-2654, no, no
940,DE, 415, 417-2716, no, no
941,IA, 510, 402-1725, no, no
942,VT, 415, 403-3229, no, no
943,OR, 510, 353-6056, no, no
944,NV, 415, 399-9802, no, yes
945,NC, 415, 366-7069, no, no
946,NJ, 408, 332-5949, no, no
947,MN, 415, 393-6376, no, yes
948,ID, 408, 354-7025, no, no
949,AL, 408, 351-6585, no, no
950,AK, 415, 330-5462, no, no
951,VT, 415, 407-2292, no, no
952,PA, 415, 340-3011, no, no
953,AK, 415, 345-9153, no, yes
954,CA, 510, 379-5503, no, no
955,MS, 415, 389-6790, no, yes
956,AR, 415, 408-3610, no, yes
957,NV, 415, 375-8238, yes, no
958,AL, 510, 378-5633, no, yes
959,GA, 408, 389-9120, no, no
960,AR, 415, 380-2758, no, no
961,MA, 408, 402-2728, no, no
962,NJ, 415, 354-9062, no, no
963,MO, 415, 417-2054, no, yes
964,NY, 408, 353-1941, no, yes
965,AZ, 415, 328-1522, no, no
966,NJ, 510, 408-4529, no, yes
967,WV, 408, 417-5320, no, no
968,NM, 408, 370-9755, no, yes
969,SC, 415, 372-4835, no, no
970,VT, 415, 334-6605, no, no
971,TN, 415, 399-5564, no, no
972,LA, 415, 392-2887, no, no
973,OH, 408, 328-2110, no, no
974,OR, 510, 383-5976, no, yes
975,DE, 510, 332-6181, no, no
976,KY, 415, 330-5255, no, no
977,GA, 408, 413-5190, no, yes
978,VT, 415, 394-7447, no, no
979,OR, 415, 353-7096, no, no
980,TX, 510, 395-6002, no, no
981,MO, 408, 372-9816, no, yes
982,ND, 415, 400-7253, no, yes
983,MN, 510, 344-7470, no, no
984,NV, 415, 378-8572, no, no
985,NY, 415, 345-9140, yes, no
986,FL, 415, 340-5460, no, yes
987,KS, 415, 369-8024, yes, yes
988,NV, 510, 395-8595, no, no
989,NV, 408, 359-4587, no, no
990,SC, 415, 375-5439, no, yes
991,MI, 415, 361-3779, no, yes
992,MI, 510, 375-8934, no, yes
993,TN, 510, 395-4757, no, no
994,NY, 510, 421-7205, no, yes
995,NV, 510, 379-8805, no, no
996,IL, 510, 348-2150, no, no
997,MS, 415, 417-9128, no, no
998,ND, 510, 351-4226, no, no
999,NC, 415, 330-6630, no, no
1000,MI, 408, 387-9137, no, no
1001,TN, 415, 372-3987, no, no
1002,VT, 408, 408-5183, no, yes
1003,OK, 510, 412-9357, no, yes
1004,DE, 415, 402-3599, no, yes
1005,ND, 510, 379-5211, yes, no
1006,OR, 415, 405-9217, no, no
1007,NY, 408, 340-9200, no, no
1008,MO, 415, 339-9026, no, yes
1009,FL, 415, 343-4772, no, no
1010,ND, 510, 345-2108, no, no
1011,NY, 415, 401-4650, no, no
1012,ND, 415, 400-3945, no, no
1013,NY, 415, 338-3781, no, no
1014,OH, 415, 342-6316, no, no
1015,AL, 415, 336-5920, no, no
1016,SC, 415, 332-1060, no, no
1017,GA, 415, 418-3426, no, no
1018,WY, 415, 408-6326, no, no
1019,WV, 415, 334-6142, no, no
1020,HI, 415, 336-6128, no, yes
1021,WV, 408, 406-6708, no, no
1022,LA, 510, 388-8670, no, no
1023,AR, 510, 363-5853, no, no
1024,AK, 510, 383-6544, yes, no
1025,DC, 415, 378-2940, no, yes
1026,AL, 415, 338-7683, no, yes
1027,UT, 510, 329-2786, yes, no
1028,KS, 415, 369-9465, no, no
1029,MN, 510, 337-3769, no, no
1030,VA, 415, 400-6257, no, yes
1031,UT, 415, 411-6663, no, no
1032,IN, 510, 384-3101, no, no
1033,CT, 408, 339-5329, no, no
1034,DE, 408, 388-9944, no, no
1035,VT, 510, 403-1769, no, no
1036,MO, 408, 390-1612, no, yes
1037,RI, 510, 421-7214, yes, no
1038,CA, 415, 338-6962, no, no
1039,RI, 415, 333-9826, no, no
1040,CT, 510, 411-8549, no, no
1041,IN, 510, 381-9234, no, yes
1042,FL, 510, 387-9855, yes, yes
1043,KS, 415, 371-6990, no, no
1044,NY, 510, 417-3046, yes, no
1045,TX, 408, 385-7082, no, no
1046,RI, 510, 365-5886, no, no
1047,NV, 415, 373-5196, no, no
1048,UT, 510, 327-6194, no, no
1049,OK, 510, 381-4565, no, no
1050,MN, 510, 357-9832, no, yes
1051,NC, 415, 396-4845, no, no
1052,OR, 415, 378-6772, yes, no
1053,NH, 408, 353-4296, no, no
1054,AK, 408, 362-8331, no, no
1055,OR, 415, 362-4685, no, no
1056,KS, 408, 383-1431, no, no
1057,WV, 415, 332-2258, no, yes
1058,GA, 510, 375-8304, no, no
1059,NM, 415, 340-5580, no, no
1060,OH, 510, 362-1490, no, no
1061,ND, 415, 336-4281, no, yes
1062,RI, 415, 361-1315, no, yes
1063,HI, 510, 342-5906, no, no
1064,WY, 415, 405-7904, yes, yes
1065,NY, 415, 349-4762, no, yes
1066,KS, 510, 385-3263, no, yes
1067,LA, 408, 405-9496, no, no
1068,PA, 415, 396-6775, no, no
1069,NV, 510, 393-6475, no, no
1070,MN, 415, 379-7779, no, no
1071,PA, 408, 408-8650, no, no
1072,MO, 408, 400-3497, no, yes
1073,NY, 510, 407-9244, no, no
1074,ME, 415, 406-8809, no, no
1075,NH, 408, 358-1778, no, no
1076,WY, 415, 337-4339, no, yes
1077,NY, 415, 344-7197, no, no
1078,ME, 408, 333-7631, no, no
1079,MN, 408, 372-6623, no, no
1080,OH, 415, 363-2602, no, no
1081,NC, 408, 387-7757, no, yes
1082,SD, 415, 397-5381, no, no
1083,UT, 510, 406-4604, yes, no
1084,KY, 415, 376-9513, no, no
1085,MT, 408, 360-1852, no, no
1086,NJ, 408, 421-7270, no, no
1087,FL, 408, 371-9482, no, no
1088,IN, 510, 337-4101, no, yes
1089,DE, 510, 420-2796, no, no
1090,AL, 510, 366-4225, no, no
1091,ME, 510, 398-4567, no, no
1092,SD, 408, 388-4571, no, no
1093,VA, 408, 360-8666, no, no
1094,AK, 415, 333-3704, no, no
1095,ID, 510, 383-2566, no, no
1096,RI, 415, 406-5584, no, no
1097,KY, 415, 344-4691, no, yes
1098,ND, 510, 347-9737, no, no
1099,HI, 415, 333-7961, no, no
1100,WI, 415, 364-2439, no, yes
1101,WV, 510, 411-8043, no, no
1102,NJ, 510, 332-5084, no, no
1103,KS, 415, 413-4831, no, no
1104,AL, 415, 343-4806, no, no
1105,NJ, 510, 401-8735, no, yes
1106,NC, 510, 391-8626, no, no
1107,DE, 415, 327-5817, no, yes
1108,WY, 510, 381-4712, no, no
1109,ID, 415, 335-3320, no, no
1110,NY, 415, 415-8780, no, no
1111,MO, 510, 362-1146, no, no
1112,ID, 408, 352-7413, no, no
1113,IA, 415, 387-6716, no, no
1114,TN, 408, 352-1127, no, yes
1115,OH, 408, 368-1288, no, no
1116,IL, 415, 403-5279, no, no
1117,FL, 408, 397-9333, yes, no
1118,MA, 415, 411-7353, no, no
1119,OK, 415, 383-2537, no, no
1120,KY, 415, 330-4419, no, no
1121,MI, 415, 390-7930, no, no
1122,NE, 415, 362-5111, no, no
1123,VA, 408, 358-6796, no, yes
1124,NY, 415, 409-7494, no, no
1125,MT, 408, 400-1636, no, no
1126,VT, 408, 389-2747, no, yes
1127,KS, 415, 415-2176, no, yes
1128,VA, 415, 377-8067, yes, yes
1129,AL, 415, 362-7835, no, no
1130,PA, 415, 361-5225, no, no
1131,AL, 408, 333-3447, no, yes
1132,WV, 415, 341-3044, no, yes
1133,NV, 408, 350-7306, no, no
1134,TN, 408, 353-8849, no, no
1135,ID, 415, 402-3476, no, yes
1136,WY, 415, 338-6018, yes, yes
1137,TX, 510, 409-3520, no, yes
1138,MA, 408, 357-1085, no, no
1139,IL, 510, 353-3285, no, no
1140,LA, 415, 409-9885, no, yes
1141,CO, 415, 388-7701, no, no
1142,UT, 415, 385-8184, no, no
1143,MI, 415, 345-2863, no, yes
1144,NH, 408, 353-6300, no, no
1145,ID, 415, 389-5649, no, no
1146,WA, 415, 378-8137, no, no
1147,MN, 408, 340-4627, no, yes
1148,NY, 415, 352-6833, no, no
1149,MD, 415, 420-2000, yes, no
1150,GA, 415, 368-5437, no, no
1151,HI, 408, 418-8170, no, yes
1152,AL, 408, 403-9417, no, no
1153,CT, 408, 330-6165, no, no
1154,CO, 408, 412-4185, no, yes
1155,KS, 415, 409-4734, no, no
1156,NJ, 415, 348-9828, no, no
1157,FL, 408, 418-8850, no, no
1158,CA, 415, 330-8351, yes, no
1159,KS, 415, 347-7773, no, no
1160,TX, 408, 392-6841, no, yes
1161,MN, 510, 354-2189, yes, no
1162,AK, 510, 349-9060, no, no
1163,OR, 510, 334-1311, no, yes
1164,MS, 408, 415-3120, no, yes
1165,VT, 415, 387-5891, yes, yes
1166,UT, 415, 368-8026, no, no
1167,KS, 510, 332-9446, no, no
1168,NV, 408, 393-5284, no, no
1169,DE, 510, 376-1677, yes, no
1170,IN, 415, 392-2268, no, no
1171,TX, 408, 396-4311, no, no
1172,MA, 415, 363-4005, no, no
1173,VT, 408, 344-9966, no, no
1174,CA, 408, 337-7377, no, yes
1175,IA, 415, 373-7037, no, yes
1176,NH, 415, 356-7580, no, no
1177,GA, 415, 390-3401, no, no
1178,WI, 415, 350-9313, no, yes
1179,CO, 408, 420-9009, no, yes
1180,SC, 415, 415-2641, no, no
1181,MI, 510, 392-4929, no, yes
1182,MD, 408, 346-5068, no, no
1183,IN, 510, 389-2631, no, yes
1184,ME, 510, 368-3808, no, no
1185,DC, 415, 406-8599, no, no
1186,TN, 415, 386-7456, no, yes
1187,FL, 415, 357-4936, no, yes
1188,WA, 415, 397-7411, no, no
1189,HI, 408, 353-6218, no, yes
1190,NE, 415, 369-5942, no, no
1191,TN, 408, 416-8543, yes, no
1192,MD, 415, 358-4576, yes, no
1193,NM, 415, 352-5118, yes, yes
1194,VT, 510, 408-2621, no, no
1195,OR, 415, 353-3994, no, no
1196,IN, 510, 367-4277, no, no
1197,MO, 415, 354-3237, no, no
1198,FL, 510, 394-8504, no, yes
1199,DC, 415, 370-4139, no, yes
1200,VT, 415, 382-6135, no, yes
1201,OH, 415, 359-5718, no, yes
1202,MO, 415, 385-3111, no, no
1203,LA, 408, 353-4880, no, yes
1204,IL, 415, 343-7019, yes, no
1205,NJ, 415, 419-6133, no, no
1206,IA, 510, 350-7344, no, yes
1207,WA, 510, 397-6064, no, yes
1208,NE, 415, 363-6896, no, no
1209,CT, 510, 416-9021, yes, yes
1210,WV, 408, 408-3269, no, no
1211,ND, 408, 408-9463, no, no
1212,UT, 415, 340-7062, no, no
1213,MS, 415, 417-4309, no, no
1214,MN, 415, 421-2659, no, no
1215,NH, 510, 383-2017, no, no
1216,LA, 415, 411-6294, no, no
1217,ME, 408, 332-9525, no, yes
1218,KS, 415, 401-5012, no, yes
1219,KS, 510, 368-8835, no, no
1220,NV, 510, 351-1382, no, no
1221,MT, 415, 359-7694, no, no
1222,MT, 415, 419-5505, no, no
1223,ID, 415, 341-4570, no, yes
1224,AK, 415, 366-6991, no, no
1225,UT, 415, 377-7399, no, no
1226,AR, 510, 377-9092, no, no
1227,LA, 510, 373-6681, no, yes
1228,KS, 510, 417-7736, no, yes
1229,OR, 408, 393-2812, no, no
1230,WI, 510, 398-3176, no, no
1231,CO, 408, 334-8694, no, no
1232,KS, 510, 369-5449, no, no
1233,IL, 510, 380-5246, no, no
1234,IA, 408, 390-3873, no, no
1235,AZ, 510, 354-4568, no, no
1236,NE, 510, 339-6968, no, no
1237,ID, 510, 379-5933, no, no
1238,OH, 415, 365-5682, yes, yes
1239,TX, 415, 382-8518, no, no
1240,TN, 510, 356-8449, no, yes
1241,OK, 510, 333-3460, no, no
1242,ND, 510, 375-8596, yes, no
1243,MT, 415, 384-5907, no, yes
1244,NC, 408, 373-2903, no, yes
1245,MN, 415, 361-7702, no, no
1246,MN, 415, 388-5850, no, no
1247,MA, 415, 405-6298, no, no
1248,PA, 415, 368-2074, yes, no
1249,GA, 510, 328-5050, no, no
1250,NV, 415, 395-5783, no, no
1251,TX, 415, 420-7301, no, no
1252,ME, 510, 328-2478, no, no
1253,RI, 415, 381-2460, yes, no
1254,MN, 510, 390-9811, no, yes
1255,NH, 415, 373-5670, no, no
1256,TN, 415, 351-7016, no, no
1257,UT, 415, 394-9934, no, no
1258,RI, 510, 422-8268, yes, no
1259,NH, 408, 373-7690, no, yes
1260,AK, 415, 366-9781, no, yes
1261,NC, 510, 404-5427, no, no
1262,AZ, 415, 389-9783, no, no
1263,MA, 408, 351-7005, no, yes
1264,TN, 408, 348-2009, no, no
1265,WY, 415, 340-4236, no, yes
1266,IA, 415, 348-1528, no, no
1267,IN, 415, 365-5039, no, no
1268,NJ, 415, 411-1810, no, no
1269,FL, 510, 364-7644, no, yes
1270,MT, 415, 335-9066, no, no
1271,ND, 408, 362-7581, yes, yes
1272,MI, 408, 346-1095, no, no
1273,MT, 415, 357-9136, no, no
1274,AL, 510, 390-7863, no, no
1275,NV, 510, 344-2416, no, yes
1276,MI, 415, 373-1448, no, no
1277,FL, 415, 360-7076, no, yes
1278,NY, 408, 413-2241, no, no
1279,KS, 510, 343-3961, no, no
1280,NC, 510, 375-4107, no, no
1281,MN, 408, 414-7410, no, no
1282,RI, 415, 351-2535, no, no
1283,UT, 415, 416-9615, no, no
1284,OR, 415, 377-1293, no, no
1285,SC, 415, 388-6479, no, yes
1286,IL, 415, 390-2755, no, yes
1287,OH, 408, 340-5930, no, no
1288,MA, 510, 401-3622, no, no
1289,OR, 408, 382-1104, no, no
1290,CA, 408, 355-9324, no, no
1291,WV, 415, 393-4843, no, yes
1292,VT, 415, 401-4052, no, no
1293,ID, 415, 385-1830, no, no
1294,OR, 408, 348-7409, no, no
1295,GA, 408, 361-4910, no, no
1296,ME, 415, 415-6578, no, no
1297,HI, 415, 395-5015, no, yes
1298,AZ, 510, 369-6012, no, yes
1299,UT, 415, 394-4520, no, no
1300,IA, 510, 380-5873, no, no
1301,CT, 415, 372-5384, no, no
1302,WA, 408, 419-1863, no, no
1303,VA, 415, 352-5697, no, no
1304,CO, 510, 373-4274, no, no
1305,LA, 415, 382-4024, no, no
1306,TX, 415, 395-9215, no, no
1307,SD, 510, 331-9149, no, no
1308,VA, 415, 347-3958, no, no
1309,NY, 415, 389-2540, yes, no
1310,WA, 510, 399-3083, no, no
1311,WI, 415, 420-8308, no, no
1312,TN, 415, 384-7724, no, no
1313,CT, 415, 389-2114, no, no
1314,WA, 510, 335-4414, no, no
1315,NH, 415, 370-5361, no, no
1316,MT, 510, 374-5965, no, no
1317,NE, 415, 420-6414, no, yes
1318,WA, 408, 392-2708, no, no
1319,WI, 415, 352-7234, no, no
1320,AR, 415, 337-9878, no, yes
1321,WI, 408, 350-7288, no, no
1322,DE, 415, 415-8448, yes, no
1323,NH, 510, 392-6331, no, no
1324,VA, 415, 392-3315, no, no
1325,TN, 510, 382-5401, no, yes
1326,VA, 408, 389-7012, no, no
1327,ID, 415, 411-4714, no, no
1328,TN, 510, 343-3846, no, no
1329,AZ, 415, 370-4395, no, no
1330,MT, 408, 422-4394, no, yes
1331,OK, 408, 405-1780, no, no
1332,ID, 415, 393-2220, no, yes
1333,NV, 408, 355-8299, no, yes
1334,KS, 408, 379-8681, no, no
1335,WY, 415, 409-7034, no, no
1336,MS, 415, 358-1922, no, no
1337,WY, 510, 346-1629, yes, no
1338,TX, 415, 347-1870, no, no
1339,WA, 415, 374-9576, yes, no
1340,HI, 408, 380-1096, no, no
1341,IL, 415, 396-5790, no, yes
1342,AK, 415, 356-5244, no, yes
1343,MD, 510, 341-1412, no, no
1344,MA, 415, 387-7371, no, no
1345,SD, 415, 392-2555, no, no
1346,PA, 408, 403-9167, yes, no
1347,NC, 408, 338-6550, no, no
1348,VT, 408, 357-5801, no, no
1349,KY, 510, 403-1953, no, yes
1350,WA, 408, 357-6039, no, no
1351,LA, 415, 388-9653, no, no
1352,WA, 415, 359-2915, no, yes
1353,ME, 408, 381-4562, no, no
1354,WI, 408, 406-2213, no, no
1355,TX, 408, 330-6436, no, yes
1356,IA, 415, 332-4289, no, no
1357,AZ, 408, 386-3596, no, no
1358,ND, 510, 337-3740, no, no
1359,VT, 415, 414-1496, no, no
1360,HI, 415, 349-7291, no, no
1361,WY, 415, 385-1985, no, no
1362,WV, 510, 329-7102, no, no
1363,OK, 415, 394-2553, no, yes
1364,CT, 415, 339-1330, no, no
1365,UT, 408, 398-1959, no, no
1366,NY, 415, 408-7015, no, no
1367,VA, 415, 384-9254, yes, no
1368,VT, 408, 355-9475, no, no
1369,SD, 415, 334-1337, no, no
1370,PA, 510, 359-1441, no, no
1371,ND, 415, 391-5442, no, no
1372,CT, 408, 374-1551, no, no
1373,SC, 415, 399-6233, no, no
1374,MI, 408, 337-4749, no, yes
1375,VT, 415, 403-5552, no, yes
1376,OH, 415, 405-3097, no, no
1377,VT, 415, 364-9240, no, yes
1378,IL, 415, 404-9348, yes, yes
1379,MO, 415, 336-1462, no, no
1380,WI, 415, 364-8981, no, no
1381,NJ, 510, 412-7606, no, no
1382,GA, 415, 380-6342, no, yes
1383,VT, 415, 418-3017, no, yes
1384,CT, 408, 367-3648, no, no
1385,AZ, 510, 341-5892, no, no
1386,SD, 415, 334-4678, no, yes
1387,CT, 415, 366-6751, no, no
1388,IN, 415, 397-8512, yes, no
1389,OH, 510, 367-9495, no, no
1390,NY, 510, 379-2991, no, no
1391,NE, 510, 356-4832, no, yes
1392,OK, 415, 413-4040, no, no
1393,NC, 415, 366-4444, no, no
1394,HI, 510, 394-3806, no, no
1395,UT, 415, 368-5647, no, no
1396,MD, 415, 412-1076, yes, yes
1397,VT, 510, 413-7655, no, no
1398,TX, 408, 371-2316, no, yes
1399,AZ, 408, 420-3346, no, no
1400,VA, 415, 367-3971, no, no
1401,WI, 408, 417-5813, no, no
1402,NE, 415, 421-8535, no, no
1403,KY, 510, 375-1721, no, no
1404,NV, 510, 331-8484, no, yes
1405,MT, 510, 366-5829, no, no
1406,MO, 415, 367-7906, no, no
1407,MS, 415, 412-2520, no, yes
1408,NM, 408, 386-9177, no, no
1409,NJ, 415, 420-6780, no, yes
1410,NH, 408, 401-1454, no, no
1411,NC, 510, 379-2508, no, no
1412,MT, 415, 353-3492, no, yes
1413,SD, 408, 406-4840, no, yes
1414,VA, 415, 391-7982, no, no
1415,LA, 510, 379-9821, no, no
1416,NV, 510, 398-7414, no, no
1417,AK, 408, 338-8566, no, no
1418,OH, 415, 397-3058, yes, yes
1419,NM, 415, 389-8096, no, no
1420,MI, 415, 393-6840, yes, no
1421,MN, 415, 360-7404, no, yes
1422,WY, 510, 411-5740, no, yes
1423,WY, 415, 412-3726, yes, yes
1424,WA, 408, 372-7326, no, no
1425,NM, 510, 338-9873, no, no
1426,VA, 415, 383-4322, no, yes
1427,RI, 415, 401-7654, no, no
1428,AL, 415, 410-5455, yes, no
1429,WV, 510, 419-4310, no, yes
1430,WV, 415, 367-2056, no, yes
1431,NJ, 510, 363-6695, no, no
1432,TN, 415, 374-6217, no, no
1433,MI, 510, 337-9569, no, no
1434,UT, 408, 350-9720, no, yes
1435,IL, 415, 380-4080, yes, yes
1436,MI, 510, 333-7460, no, yes
1437,WI, 415, 378-3722, yes, yes
1438,ND, 510, 353-9339, no, no
1439,VT, 415, 386-6535, no, no
1440,WA, 408, 403-5575, no, no
1441,NC, 408, 331-5962, no, yes
1442,ME, 510, 390-9627, no, no
1443,SD, 415, 406-4560, yes, no
1444,WV, 415, 359-6931, no, no
1445,ID, 510, 331-7342, no, yes
1446,LA, 415, 367-2227, no, yes
1447,GA, 415, 335-8836, no, no
1448,FL, 415, 398-6703, no, no
1449,CO, 415, 370-8379, no, no
1450,NV, 408, 335-3880, no, no
1451,IN, 415, 375-8761, no, yes
1452,VA, 510, 367-1398, no, no
1453,UT, 415, 395-7857, no, yes
1454,UT, 408, 398-8745, no, yes
1455,MO, 408, 386-3717, no, no
1456,CT, 510, 330-1175, no, yes
1457,HI, 415, 418-6752, no, no
1458,MD, 408, 349-6464, no, no
1459,VA, 415, 366-7331, no, no
1460,MT, 415, 361-8288, no, no
1461,SC, 408, 377-6635, no, no
1462,CO, 408, 408-1513, no, no
1463,ID, 415, 370-7546, no, no
1464,AL, 415, 389-4278, no, no
1465,CO, 510, 379-3012, no, no
1466,UT, 415, 355-3620, no, no
1467,DE, 415, 413-7743, yes, yes
1468,OH, 510, 372-2296, no, yes
1469,RI, 415, 333-9728, no, yes
1470,FL, 415, 415-6110, no, yes
1471,OH, 415, 340-9803, no, no
1472,MD, 415, 400-7002, yes, no
1473,IL, 415, 395-7435, yes, no
1474,PA, 408, 336-7143, no, no
1475,AZ, 415, 352-2175, no, no
1476,NH, 510, 346-6352, no, yes
1477,RI, 415, 405-7467, no, no
1478,HI, 415, 379-8526, no, no
1479,NJ, 415, 410-5713, no, yes
1480,WI, 408, 408-5916, no, no
1481,MD, 415, 370-5626, no, yes
1482,OR, 408, 408-1331, no, no
1483,NV, 510, 419-9688, yes, no
1484,AR, 415, 343-5219, yes, no
1485,MT, 415, 401-5586, no, no
